type bsdf_data
format angles=deg bsdf=value scale=1
angles measured from local surface normal
AOI	0	deg.
FRED TIS integral (0-1)	8.29360721100674E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=0) [1/sr]
0	0	10	100	5.98307660961705E-02
0	0	15	100	5.11245482029059E-02
0	0	20	100	4.24130871841969E-02
0	0	25	100	3.50149054531837E-02
0	0	30	100	0.029398599594643
0	0	35	100	2.54771764403861E-02
0	0	40	100	2.29210390408959E-02
0	0	45	100	2.13418462567155E-02
0	0	50	100	2.03670951215422E-02
0	0	55	100	1.96707013990812E-02
0	0	60	100	1.90039861721451E-02
0	0	65	100	1.82313159693004E-02
0	0	70	100	1.73454905531167E-02
0	0	75	100	1.64420746591978E-02
0	0	80	100	1.56625237878126E-02
0	0	85	100	1.51374750366071E-02
0	0	89.9	100	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=110) [1/sr]
0	0	0	110	6.89561470278953E-02
0	0	5	110	6.64569820886696E-02
0	0	10	110	5.98307660961705E-02
0	0	15	110	5.11245482029059E-02
0	0	20	110	4.24130871841969E-02
0	0	25	110	3.50149054531837E-02
0	0	30	110	0.029398599594643
0	0	35	110	2.54771764403861E-02
0	0	40	110	2.29210390408959E-02
0	0	45	110	2.13418462567155E-02
0	0	50	110	2.03670951215422E-02
0	0	55	110	1.96707013990813E-02
0	0	60	110	1.90039861721451E-02
0	0	65	110	1.82313159693005E-02
0	0	70	110	1.73454905531167E-02
0	0	75	110	1.64420746591978E-02
0	0	80	110	1.56625237878126E-02
0	0	85	110	1.51374750366071E-02
0	0	89.9	110	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=120) [1/sr]
0	0	0	120	6.89561470278953E-02
0	0	5	120	6.64569820886696E-02
0	0	10	120	5.98307660961705E-02
0	0	15	120	5.11245482029059E-02
0	0	20	120	4.24130871841969E-02
0	0	25	120	3.50149054531837E-02
0	0	30	120	0.029398599594643
0	0	35	120	2.54771764403861E-02
0	0	40	120	2.29210390408959E-02
0	0	45	120	2.13418462567155E-02
0	0	50	120	2.03670951215422E-02
0	0	55	120	1.96707013990813E-02
0	0	60	120	1.90039861721451E-02
0	0	65	120	1.82313159693005E-02
0	0	70	120	1.73454905531167E-02
0	0	75	120	1.64420746591978E-02
0	0	80	120	1.56625237878126E-02
0	0	85	120	1.51374750366071E-02
0	0	89.9	120	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=130) [1/sr]
0	0	0	130	6.89561470278953E-02
0	0	5	130	6.64569820886696E-02
0	0	10	130	5.98307660961705E-02
0	0	15	130	5.11245482029059E-02
0	0	20	130	4.24130871841969E-02
0	0	25	130	3.50149054531837E-02
0	0	30	130	0.029398599594643
0	0	35	130	2.54771764403861E-02
0	0	40	130	2.29210390408959E-02
0	0	45	130	2.13418462567155E-02
0	0	50	130	2.03670951215422E-02
0	0	55	130	1.96707013990813E-02
0	0	60	130	1.90039861721451E-02
0	0	65	130	1.82313159693005E-02
0	0	70	130	1.73454905531167E-02
0	0	75	130	1.64420746591978E-02
0	0	80	130	1.56625237878126E-02
0	0	85	130	1.51374750366071E-02
0	0	89.9	130	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=140) [1/sr]
0	0	0	140	6.89561470278953E-02
0	0	5	140	6.64569820886696E-02
0	0	10	140	5.98307660961705E-02
0	0	15	140	5.11245482029059E-02
0	0	20	140	4.24130871841969E-02
0	0	25	140	3.50149054531837E-02
0	0	30	140	0.029398599594643
0	0	35	140	2.54771764403861E-02
0	0	40	140	2.29210390408959E-02
0	0	45	140	2.13418462567155E-02
0	0	50	140	2.03670951215422E-02
0	0	55	140	1.96707013990813E-02
0	0	60	140	1.90039861721451E-02
0	0	65	140	1.82313159693005E-02
0	0	70	140	1.73454905531167E-02
0	0	75	140	1.64420746591978E-02
0	0	80	140	1.56625237878126E-02
0	0	85	140	1.51374750366071E-02
0	0	89.9	140	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=150) [1/sr]
0	0	0	150	6.89561470278953E-02
0	0	5	150	6.64569820886696E-02
0	0	10	150	5.98307660961705E-02
0	0	15	150	5.11245482029059E-02
0	0	20	150	4.24130871841969E-02
0	0	25	150	3.50149054531837E-02
0	0	30	150	0.029398599594643
0	0	35	150	2.54771764403861E-02
0	0	40	150	2.29210390408959E-02
0	0	45	150	2.13418462567155E-02
0	0	50	150	2.03670951215422E-02
0	0	55	150	1.96707013990812E-02
0	0	60	150	1.90039861721451E-02
0	0	65	150	1.82313159693005E-02
0	0	70	150	1.73454905531167E-02
0	0	75	150	1.64420746591978E-02
0	0	80	150	1.56625237878126E-02
0	0	85	150	1.51374750366071E-02
0	0	89.9	150	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=160) [1/sr]
0	0	0	160	6.89561470278953E-02
0	0	5	160	6.64569820886696E-02
0	0	10	160	5.98307660961705E-02
0	0	15	160	5.11245482029059E-02
0	0	20	160	4.24130871841969E-02
0	0	25	160	3.50149054531837E-02
0	0	30	160	0.029398599594643
0	0	35	160	2.54771764403861E-02
0	0	40	160	2.29210390408959E-02
0	0	45	160	2.13418462567155E-02
0	0	50	160	2.03670951215422E-02
0	0	55	160	1.96707013990812E-02
0	0	60	160	1.90039861721451E-02
0	0	65	160	1.82313159693004E-02
0	0	70	160	1.73454905531167E-02
0	0	75	160	1.64420746591978E-02
0	0	80	160	1.56625237878126E-02
0	0	85	160	1.51374750366071E-02
0	0	89.9	160	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=170) [1/sr]
0	0	0	170	6.89561470278953E-02
0	0	5	170	6.64569820886696E-02
0	0	10	170	5.98307660961705E-02
0	0	15	170	5.11245482029059E-02
0	0	20	170	4.24130871841969E-02
0	0	25	170	3.50149054531837E-02
0	0	30	170	0.029398599594643
0	0	35	170	2.54771764403861E-02
0	0	40	170	2.29210390408959E-02
0	0	45	170	2.13418462567155E-02
0	0	50	170	2.03670951215422E-02
0	0	55	170	1.96707013990812E-02
0	0	60	170	1.90039861721451E-02
0	0	65	170	1.82313159693005E-02
0	0	70	170	1.73454905531167E-02
0	0	75	170	1.64420746591978E-02
0	0	80	170	1.56625237878126E-02
0	0	85	170	1.51374750366071E-02
0	0	89.9	170	1.49528047220608E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=0, AZI=180) [1/sr]
0	0	0	180	6.89561470278953E-02
0	0	5	180	6.64569820886696E-02
0	0	10	180	5.98307660961705E-02
0	0	15	180	5.11245482029059E-02
0	0	20	180	4.24130871841969E-02
0	0	25	180	3.50149054531837E-02
0	0	30	180	0.029398599594643
0	0	35	180	2.54771764403861E-02
0	0	40	180	2.29210390408959E-02
0	0	45	180	2.13418462567155E-02
0	0	50	180	2.03670951215422E-02
0	0	55	180	1.96707013990812E-02
0	0	60	180	1.90039861721451E-02
0	0	65	180	1.82313159693005E-02
0	0	70	180	1.73454905531167E-02
0	0	75	180	1.64420746591978E-02
0	0	80	180	1.56625237878126E-02
0	0	85	180	1.51374750366071E-02
0	0	89.9	180	1.49528047220608E-02
AOI	10	deg.
FRED TIS integral (0-1)	8.59951732348095E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=0) [1/sr]
10	0	0	0	5.98307660961705E-02
10	0	5	0	6.79673215078009E-02
10	0	10	0	7.17210771925964E-02
10	0	15	0	6.99155040985154E-02
10	0	20	0	6.35601770586833E-02
10	0	25	0	5.50863180816855E-02
10	0	30	0	4.68434819453702E-02
10	0	35	0	4.01993327849264E-02
10	0	40	0	3.55434725898912E-02
10	0	45	0	3.26810053386916E-02
10	0	50	0	3.11670499346392E-02
10	0	55	0	3.04804951846568E-02
10	0	60	0	3.01174057482171E-02
10	0	65	0	2.96841589052156E-02
10	0	70	0	2.89897423708484E-02
10	0	75	0	0.028076248361595
10	0	80	0	2.71523554692589E-02
10	0	85	0	0.026470720030343
10	0	89.9	0	2.62208070365649E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=10) [1/sr]
10	0	0	10	5.98307660961705E-02
10	0	5	10	6.77984057787272E-02
10	0	10	10	7.13701815794679E-02
10	0	15	10	6.94299287665325E-02
10	0	20	10	6.30214109973172E-02
10	0	25	10	5.45656623419577E-02
10	0	30	10	4.63773655070473E-02
10	0	35	10	3.97923696217275E-02
10	0	40	10	0.035183017866291
10	0	45	10	3.23492194315097E-02
10	0	50	10	3.08472194885859E-02
10	0	55	10	3.01596582637607E-02
10	0	60	10	2.97874275506377E-02
10	0	65	10	2.93419796568582E-02
10	0	70	10	2.86365953721089E-02
10	0	75	10	2.77157933451087E-02
10	0	80	10	2.67884326907763E-02
10	0	85	10	2.61058050118928E-02
10	0	89.9	10	2.58557857915687E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=20) [1/sr]
10	0	0	20	5.98307660961705E-02
10	0	5	20	6.73001572397246E-02
10	0	10	20	7.03423609776748E-02
10	0	15	20	0.068017169869718
10	0	20	20	6.14635210201784E-02
10	0	25	20	5.30682554464043E-02
10	0	30	20	4.50428885097647E-02
10	0	35	20	0.038631343144094
10	0	40	20	3.41570309616266E-02
10	0	45	20	3.14057505849855E-02
10	0	50	20	2.99376677435821E-02
10	0	55	20	2.92468285038395E-02
10	0	60	20	2.88486187907158E-02
10	0	65	20	2.83695413213053E-02
10	0	70	20	2.76352466214385E-02
10	0	75	20	2.66967173866652E-02
10	0	80	20	2.57625066559836E-02
10	0	85	20	2.50792155906965E-02
10	0	89.9	20	2.48296715684281E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=30) [1/sr]
10	0	0	30	5.98307660961705E-02
10	0	5	30	0.06649726829907
10	0	10	30	6.87085704375807E-02
10	0	15	30	6.58007214933873E-02
10	0	20	30	5.90483526681152E-02
10	0	25	30	5.07710135775014E-02
10	0	30	30	4.30136114206579E-02
10	0	35	30	3.68779936339575E-02
10	0	40	30	3.26146575634486E-02
10	0	45	30	2.99901913888306E-02
10	0	50	30	2.85727646382256E-02
10	0	55	30	2.78757318709011E-02
10	0	60	30	0.027438506385076
10	0	65	30	2.69119888196793E-02
10	0	70	30	2.61408351303232E-02
10	0	75	30	2.51844303605841E-02
10	0	80	30	2.42485012407065E-02
10	0	85	30	2.35703228589172E-02
10	0	89.9	30	2.33236858064805E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=40) [1/sr]
10	0	0	40	5.98307660961705E-02
10	0	5	40	6.54283506446309E-02
10	0	10	40	6.65758408020859E-02
10	0	15	40	6.29610763713658E-02
10	0	20	40	5.60060955293694E-02
10	0	25	40	4.79199871214695E-02
10	0	30	40	4.05268307289357E-02
10	0	35	40	3.47509113083881E-02
10	0	40	40	3.07561717616242E-02
10	0	45	40	2.82895617760038E-02
10	0	50	40	2.69325956970994E-02
10	0	55	40	2.62257370009892E-02
10	0	60	40	2.57413233449581E-02
10	0	65	40	2.51627355894842E-02
10	0	70	40	0.02435816939853
10	0	75	40	2.33948158959786E-02
10	0	80	40	2.24709939120694E-02
10	0	85	40	0.021809011421014
10	0	89.9	40	0.0215694652555
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=50) [1/sr]
10	0	0	50	5.98307660961705E-02
10	0	5	50	6.41425635476329E-02
10	0	10	50	6.40733112783558E-02
10	0	15	50	0.059705909608921
10	0	20	50	5.25908855745468E-02
10	0	25	50	4.47776532352734E-02
10	0	30	50	3.78290748443662E-02
10	0	35	50	3.24731197387683E-02
10	0	40	50	2.87838575013677E-02
10	0	45	50	2.64920937053568E-02
10	0	50	50	2.51985282786963E-02
10	0	55	50	2.44777414952553E-02
10	0	60	50	2.39425290019841E-02
10	0	65	50	0.023314905572604
10	0	70	50	2.24888056237677E-02
10	0	75	50	2.15365682751635E-02
10	0	80	50	2.06434697488581E-02
10	0	85	50	2.00112585886238E-02
10	0	89.9	50	0.019783722154219
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=60) [1/sr]
10	0	0	60	5.98307660961705E-02
10	0	5	60	6.26956643979093E-02
10	0	10	60	6.13373713920199E-02
10	0	15	60	5.62409766264034E-02
10	0	20	60	4.90406556212118E-02
10	0	25	60	4.15782063715679E-02
10	0	30	60	0.035132089086049
10	0	35	60	3.02311354229165E-02
10	0	40	60	2.68643513529018E-02
10	0	45	60	2.47520409345596E-02
10	0	50	60	2.35193671507982E-02
10	0	55	60	2.27805311847335E-02
10	0	60	60	2.21943108372739E-02
10	0	65	60	2.15251470372776E-02
10	0	70	60	2.06927999888532E-02
10	0	75	60	1.97710690899305E-02
10	0	80	60	1.89268884882227E-02
10	0	85	60	1.83370136052761E-02
10	0	89.9	60	1.81259219594229E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=70) [1/sr]
10	0	0	70	5.98307660961705E-02
10	0	5	70	6.11460283464248E-02
10	0	10	70	5.84986667008723E-02
10	0	15	70	5.27479104239256E-02
10	0	20	70	4.55502986283859E-02
10	0	25	70	3.85010890994036E-02
10	0	30	70	3.25892743722985E-02
10	0	35	70	2.81545677524983E-02
10	0	40	70	2.51106217348295E-02
10	0	45	70	2.31730820772138E-02
10	0	50	70	2.19953821627853E-02
10	0	55	70	2.12348790256991E-02
10	0	60	70	2.05995094836274E-02
10	0	65	70	1.98975120117361E-02
10	0	70	70	1.90729921855683E-02
10	0	75	70	1.81975899085301E-02
10	0	80	70	1.74160525222445E-02
10	0	85	70	1.68775259922411E-02
10	0	89.9	70	1.66859806965859E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=80) [1/sr]
10	0	0	80	5.98307660961705E-02
10	0	5	80	5.95511028688316E-02
10	0	10	80	5.56727362702842E-02
10	0	15	80	4.93717020718042E-02
10	0	20	80	4.22605824364741E-02
10	0	25	80	3.56638003723933E-02
10	0	30	80	3.02921300554515E-02
10	0	35	80	2.63148156535272E-02
10	0	40	80	2.35816881042562E-02
10	0	45	80	2.18083332751967E-02
10	0	50	80	2.06782992276447E-02
10	0	55	80	1.98935175321072E-02
10	0	60	80	1.92119110960071E-02
10	0	65	80	1.84847334389788E-02
10	0	70	80	1.76780282090486E-02
10	0	75	80	1.68585190242041E-02
10	0	80	80	1.61469286507002E-02
10	0	85	80	1.56641267983455E-02
10	0	89.9	80	1.54935630093336E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=90) [1/sr]
10	0	0	90	5.98307660961705E-02
10	0	5	90	5.79646108572844E-02
10	0	10	90	5.29548554334866E-02
10	0	15	90	4.62173931006782E-02
10	0	20	90	3.92599916733141E-02
10	0	25	90	3.31287816281123E-02
10	0	30	90	2.82800755886699E-02
10	0	35	90	2.47357936981368E-02
10	0	40	90	2.22931349673204E-02
10	0	45	90	0.020670323586512
10	0	50	90	1.95808470202308E-02
10	0	55	90	1.87706056584734E-02
10	0	60	90	1.80462045395429E-02
10	0	65	90	1.72994123799459E-02
10	0	70	90	1.65154208560718E-02
10	0	75	90	1.57545055355838E-02
10	0	80	90	1.51135588373174E-02
10	0	85	90	1.46862568562179E-02
10	0	89.9	90	1.45364835882553E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=100) [1/sr]
10	0	0	100	5.98307660961705E-02
10	0	5	100	0.056434640550865
10	0	10	100	0.050418667522663
10	0	15	100	4.33534994154508E-02
10	0	20	100	3.65943351847133E-02
10	0	25	100	3.09173436925496E-02
10	0	30	100	0.026556000558068
10	0	35	100	2.34092698634773E-02
10	0	40	100	2.12315134971351E-02
10	0	45	100	0.019744462232706
10	0	50	100	1.86896171128956E-02
10	0	55	100	1.78544384772075E-02
10	0	60	100	1.70910912070945E-02
10	0	65	100	1.63281027237214E-02
10	0	70	100	1.55669990559121E-02
10	0	75	100	1.48612874104825E-02
10	0	80	100	1.42859396288885E-02
10	0	85	100	0.013909942811868
10	0	89.9	100	1.37793675464345E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=110) [1/sr]
10	0	0	110	5.98307660961705E-02
10	0	5	110	5.50026043277993E-02
10	0	10	110	4.81176149831036E-02
10	0	15	110	4.08191154054783E-02
10	0	20	110	3.42791582746577E-02
10	0	25	110	2.90248424538209E-02
10	0	30	110	2.51018958301463E-02
10	0	35	110	2.23097472685403E-02
10	0	40	110	2.03681432391777E-02
10	0	45	110	1.90018911574881E-02
10	0	50	110	1.79772859221811E-02
10	0	55	110	1.71194301699967E-02
10	0	60	110	1.63214553615841E-02
10	0	65	110	1.55440494311306E-02
10	0	70	110	1.48024185685961E-02
10	0	75	110	1.41439405547848E-02
10	0	80	110	1.36248058414518E-02
10	0	85	110	1.32928715758386E-02
10	0	89.9	110	1.31788122723868E-02
Spec Polar [deg.]	Spec Azimuth [deg.]	Scatter Polar [deg.]	Scatter Azimuth [deg.]	BSDF (AOI=10, AZI=120) [1/sr]
10	0	0	120	5.98307660961705E-02
10	0	5	120	5.37029369837559E-02
10	0	10	120	4.60880272397269E-02
10	0	15	120	3.86320931953037E-02
10	0	20	120	0.032311494302716
10	0	25	120	2.74336320089454E-02
