bsdf_data
angles=deg bsdf=value scale=1
10	0
75	20	0.011382
75	30	0.011222
75	40	0.011991
75	50	0.013707
75	60	0.013522
75	70	0.013387
75	80	0.013196
75	90	0.012686
75	100	0.011690
75	110	0.010644
75	120	0.009906
75	130	0.008855
75	140	0.008476
75	150	0.007937
75	160	0.007366
75	170	0.007452
75	180	0.007004
75	190	0.007452
75	200	0.007366
75	210	0.007937
75	220	0.008476
75	230	0.008855
75	240	0.009906
75	250	0.010644
75	260	0.011690
75	270	0.012686
75	280	0.013196
75	290	0.013387
75	300	0.013522
75	310	0.013707
75	320	0.011991
75	330	0.011222
75	340	0.011382
75	350	0.010767
80	0	0.011237
80	10	0.010879
80	20	0.011484
80	30	0.012089
80	40	0.013308
80	50	0.013299
80	60	0.014399
80	70	0.014747
80	80	0.014509
80	90	0.013491
80	100	0.012612
80	110	0.011090
80	120	0.009935
80	130	0.009395
80	140	0.009120
80	150	0.008262
80	160	0.008258
80	170	0.007910
80	180	0.007873
80	190	0.007910
80	200	0.008258
80	210	0.008262
80	220	0.009120
80	230	0.009395
80	240	0.009935
80	250	0.011090
80	260	0.012612
80	270	0.013491
80	280	0.014509
80	290	0.014747
80	300	0.014399
80	310	0.013299
80	320	0.013308
80	330	0.012089
80	340	0.011484
80	350	0.010879
10	10
0	0	0.031984
0	10	0.031984
0	20	0.031984
0	30	0.031984
0	40	0.031984
0	50	0.031984
0	60	0.031984
0	70	0.031984
0	80	0.031984
0	90	0.031984
0	100	0.031984
0	110	0.031984
0	120	0.031984
0	130	0.031984
0	140	0.031984
0	150	0.031984
0	160	0.031984
0	170	0.031984
0	180	0.031984
0	190	0.031984
0	200	0.031984
0	210	0.031984
0	220	0.031984
0	230	0.031984
0	240	0.031984
0	250	0.031984
0	260	0.031984
0	270	0.031984
0	280	0.031984
0	290	0.031984
0	300	0.031984
0	310	0.031984
0	320	0.031984
0	330	0.031984
0	340	0.031984
0	350	0.031984
5	0	0.033851
5	10	0.034271
5	20	0.033851
5	30	0.034014
5	40	0.033687
5	50	0.033372
5	60	0.032563
5	70	0.032104
5	80	0.031538
5	90	0.031192
5	100	0.030569
5	110	0.030253
5	120	0.030133
5	130	0.030437
5	140	0.030486
5	150	0.030712
5	230	0.030712
5	240	0.030486
5	250	0.030437
5	260	0.030133
5	270	0.030253
5	280	0.030569
5	290	0.031192
5	300	0.031538
5	310	0.032104
5	320	0.032563
5	330	0.033372
5	340	0.033687
5	350	0.034014
10	0	0.034610
10	10	0.034800
10	20	0.034610
10	30	0.033989
10	40	0.033636
10	50	0.032504
10	60	0.032166
10	70	0.031571
10	80	0.031061
10	90	0.029755
10	100	0.029301
10	110	0.028612
10	120	0.028221
10	130	0.027956
10	140	0.028138
10	150	0.028101
10	230	0.028101
10	240	0.028138
10	250	0.027956
10	260	0.028221
10	270	0.028612
10	280	0.029301
10	290	0.029755
10	300	0.031061
10	310	0.031571
10	320	0.032166
10	330	0.032504
10	340	0.033636
10	350	0.033989
15	0	0.033111
15	10	0.033233
15	20	0.033111
15	30	0.032565
15	40	0.032078
15	50	0.031446
15	60	0.030715
15	70	0.029712
15	80	0.028922
15	90	0.027850
15	100	0.027286
15	110	0.026323
15	120	0.025876
15	130	0.024818
15	140	0.024724
15	150	0.024700
15	230	0.024700
15	240	0.024724
15	250	0.024818
15	260	0.025876
15	270	0.026323
15	280	0.027286
15	290	0.027850
15	300	0.028922
15	310	0.029712
15	320	0.030715
15	330	0.031446
15	340	0.032078
15	350	0.032565
20	0	0.030315
20	10	0.030603
20	20	0.030315
20	30	0.030349
20	40	0.030451
20	50	0.029261
20	60	0.029028
20	70	0.027820
20	80	0.027007
20	90	0.026206
20	100	0.025157
20	110	0.023772
20	120	0.023237
20	130	0.022261
20	140	0.021644
20	150	0.021158
20	230	0.021158
20	240	0.021644
20	250	0.022261
20	260	0.023237
20	270	0.023772
20	280	0.025157
20	290	0.026206
20	300	0.027007
20	310	0.027820
20	320	0.029028
20	330	0.029261
20	340	0.030451
20	350	0.030349
25	0	0.028563
25	10	0.028327
25	20	0.028563
25	30	0.028183
25	40	0.027460
25	50	0.026991
25	60	0.026361
25	70	0.025684
25	80	0.024724
25	90	0.023697
25	100	0.022943
25	110	0.021403
25	120	0.020732
25	130	0.019705
25	140	0.018952
25	150	0.018414
25	160	0.018204
25	170	0.017629
25	180	0.017703
25	190	0.017673
